text,target,polarity,category,tokens,labels,category_cleaned
Onun sesini duyunca gençliğimin sokaklarına eski aşklarıma ve annemin radyosuna geri dönüyorum,"['gençliğimin sokaklarına', 'eski aşklarıma', 'annemin radyosuna']","['neutral', 'neutral', 'neutral']",social_media,"['Onun', 'sesini', 'duyunca', 'gençliğimin', 'sokaklarına', 'eski', 'aşklarıma', 've', 'annemin', 'radyosuna', 'geri', 'dönüyorum']","['O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'O']",comment
AVMdeki danışma bankosunda çalışanlar çok yardımsever ve güler yüzlüydü her sorumuza sabırla cevap verdiler Ancak AVM haritası çok karmaşıktı bu yüzden kaybolmak kaçınılmazdı,"['danışma bankosunda çalışanlar', 'AVM haritası']","['positive', 'negative']",e-commerce,"['AVMdeki', 'danışma', 'bankosunda', 'çalışanlar', 'çok', 'yardımsever', 've', 'güler', 'yüzlüydü', 'her', 'sorumuza', 'sabırla', 'cevap', 'verdiler', 'Ancak', 'AVM', 'haritası', 'çok', 'karmaşıktı', 'bu', 'yüzden', 'kaybolmak', 'kaçınılmazdı']","['O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",avm
Parkın aydınlatması akşam saatlerinde yeterliydi yürüyüş yapmak güvenli hissettirdi ancak bazı lambalar yanmıyordu,"['aydınlatması', 'yürüyüş yapmak', 'lambalar']","['positive', 'positive', 'negative']",social_media,"['Parkın', 'aydınlatması', 'akşam', 'saatlerinde', 'yeterliydi', 'yürüyüş', 'yapmak', 'güvenli', 'hissettirdi', 'ancak', 'bazı', 'lambalar', 'yanmıyordu']","['O', 'S', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'S', 'O']",comment
Yemek çok güzeldi tost çok güzel olmuş bol sucuk vardı döner de idare ederdi çok bayılmadım,"['Yemek', 'tost', 'döner']","['positive', 'positive', 'neutral']",product,"['Yemek', 'çok', 'güzeldi', 'tost', 'çok', 'güzel', 'olmuş', 'bol', 'sucuk', 'vardı', 'döner', 'de', 'idare', 'ederdi', 'çok', 'bayılmadım']","['S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O']",product
Filmde kaç defa sex kelimesi kullanıldı sayamadım bile Küfürsüz insanları güldürebilmeyi amaçlayın artık,"['sex kelimesi', 'Küfürsüz']","['negative', 'negative']  ",entertainment,"['Filmde', 'kaç', 'defa', 'sex', 'kelimesi', 'kullanıldı', 'sayamadım', 'bile', 'Küfürsüz', 'insanları', 'güldürebilmeyi', 'amaçlayın', 'artık']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O']",entertainment
Kurulumu çok sorunlu Malzeme kalitesi çok kötü Stabil durmuyor Sadece herkes adına kurulum prosedürünü detaylandırmanızı tavsiye ederim,"['Kurulumu', 'Malzeme kalitesi']","['negative', 'negative']",product,"['Kurulumu', 'çok', 'sorunlu', 'Malzeme', 'kalitesi', 'çok', 'kötü', 'Stabil', 'durmuyor', 'Sadece', 'herkes', 'adına', 'kurulum', 'prosedürünü', 'detaylandırmanızı', 'tavsiye', 'ederim']","['S', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",product
KONUM çok iyi aile için kesinlikle tavsiye ediyoruz Odalar ve banyo her şey mükemmel,"['KONUM', 'aile için', 'Odalar', 'banyo']","['positive', 'positive', 'positive', 'positive']",accommodation,"['KONUM', 'çok', 'iyi', 'aile', 'için', 'kesinlikle', 'tavsiye', 'ediyoruz', 'Odalar', 've', 'banyo', 'her', 'şey', 'mükemmel']","['S', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'S', 'O', 'S', 'O', 'O', 'O']",accommodation
Gerçek bir deneyim videosu işte Hayat yeni riskler alarak edinilen deneyimlerle güzelleşiyor Çok tebrik ederim Orkun,"['deneyim videosu', 'Hayat']","['positive', 'positive']",social_media,"['Gerçek', 'bir', 'deneyim', 'videosu', 'işte', 'Hayat', 'yeni', 'riskler', 'alarak', 'edinilen', 'deneyimlerle', 'güzelleşiyor', 'Çok', 'tebrik', 'ederim', 'Orkun']","['O', 'O', 'B', 'I', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",opinion
Yapay zekâyı sadece üretkenlik için değil fikir geliştirmek anlam bulmak ve yeni yollar keşfetmek için de kullan Onu dijital yoldaşın gibi gör,"['üretkenlik', 'dijital yoldaşın']","['negative', 'positive']",social_media,"['Yapay', 'zekâyı', 'sadece', 'üretkenlik', 'için', 'değil', 'fikir', 'geliştirmek', 'anlam', 'bulmak', 've', 'yeni', 'yollar', 'keşfetmek', 'için', 'de', 'kullan', 'Onu', 'dijital', 'yoldaşın', 'gibi', 'gör']","['O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",opinion
Bazı bölümler çok karanlıktı eserleri incelemek zorlaştı Böylesi etkinliğe ışıklandırmanın az olması saçma,"['Bazı bölümler', 'eserleri incelemek', 'Böylesi etkinliğe ışıklandırmanın az olması']","['negative', 'negative', 'negative']",social_media,"['Bazı', 'bölümler', 'çok', 'karanlıktı', 'eserleri', 'incelemek', 'zorlaştı', 'Böylesi', 'etkinliğe', 'ışıklandırmanın', 'az', 'olması', 'saçma']","['B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O']",opinion
Kenarları çok keskin kılıfla kullanmama rağmen parmaklarımı acıtıyor A53 teki gibi kavisli değil Alt kapağı cam yapmışlar ne gerek varsa telefon ağırlaşmış ,"['kenarları', 'kavis', 'alt kapağı', 'ağırlık']","['negative', 'negative', 'negative', 'negative']",product,"['Kenarları', 'çok', 'keskin', 'kılıfla', 'kullanmama', 'rağmen', 'parmaklarımı', 'acıtıyor', 'A53', 'teki', 'gibi', 'kavisli', 'değil', 'Alt', 'kapağı', 'cam', 'yapmışlar', 'ne', 'gerek', 'varsa', 'telefon', 'ağırlaşmış']","['S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",electronics
Arkadaşlar filmi izledim ama gerçekten zorlanarak ve bitse de gitsek havasında kesinlikle tavsiye etmiyorum Tam bir zaman israfı,['filmi'],['negative'],entertainment,"['Arkadaşlar', 'filmi', 'izledim', 'ama', 'gerçekten', 'zorlanarak', 've', 'bitse', 'de', 'gitsek', 'havasında', 'kesinlikle', 'tavsiye', 'etmiyorum', 'Tam', 'bir', 'zaman', 'israfı']","['O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",entertainment
Porsiyon dönerleri gerçekten güzel Yanına verdikleri ekmek de taze ve güzeldi,"['Porsiyon dönerleri', 'ekmek']","['positive', 'positive']",daily_life,"['Porsiyon', 'dönerleri', 'gerçekten', 'güzel', 'Yanına', 'verdikleri', 'ekmek', 'de', 'taze', 've', 'güzeldi']","['B', 'I', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O']",experience
Tam Kahvaltı saatinde video bulamayıpta video arayan kitleyi düşünüp video atan koca yürekli hamza,"['Kahvaltı saatinde', 'video']","['positive', 'positive']",social_media,"['Tam', 'Kahvaltı', 'saatinde', 'video', 'bulamayıpta', 'video', 'arayan', 'kitleyi', 'düşünüp', 'video', 'atan', 'koca', 'yürekli', 'hamza']","['O', 'B', 'I', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",opinion
eğer profesyoneller tercih ediyorsa en iyisi budur diyerek aldım gayet güzel cihaz,['cihaz'],['positive'],product,"['eğer', 'profesyoneller', 'tercih', 'ediyorsa', 'en', 'iyisi', 'budur', 'diyerek', 'aldım', 'gayet', 'güzel', 'cihaz']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S']",product
Umarım merak ettiğiniz soruların cevaplarını bu videoda bulabilirsiniz Soru cevap videosu için yeni introyu hazırlamak en eğlendiğim anlardan biri oldu,"['soruların cevaplarını', 'introyu', 'eğlendiğim anlardan biri']","['positive', 'positive', 'positive']",social_media,"['Umarım', 'merak', 'ettiğiniz', 'soruların', 'cevaplarını', 'bu', 'videoda', 'bulabilirsiniz', 'Soru', 'cevap', 'videosu', 'için', 'yeni', 'introyu', 'hazırlamak', 'en', 'eğlendiğim', 'anlardan', 'biri', 'oldu']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'B', 'I', 'I', 'O']",opinion
Müze personeli çok ilgiliydi her sorumuza saygıyla cevap vermeleri güzeldi Herşey çok güzeldi,"['Müze personeli', 'her sorumuza saygıyla cevap vermeleri', 'Herşey']","['positive', 'positive', 'positive']",social_media,"['Müze', 'personeli', 'çok', 'ilgiliydi', 'her', 'sorumuza', 'saygıyla', 'cevap', 'vermeleri', 'güzeldi', 'Herşey', 'çok', 'güzeldi']","['B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'S', 'O', 'O']",opinion
Gidip gidebileceğiniz en güzel en temiz Bungalovkonumu bulmak çok kolayevin her tarafı tertemizsahipleri ilgili daha ne istenebilirkikesinlikle gitmelisiniz,"['Bungalov', 'konumu', 'sahipleri']","['positive', 'positive', 'positive']",accommodation,"['Gidip', 'gidebileceğiniz', 'en', 'güzel', 'en', 'temiz', 'Bungalovkonumu', 'bulmak', 'çok', 'kolayevin', 'her', 'tarafı', 'tertemizsahipleri', 'ilgili', 'daha', 'ne', 'istenebilirkikesinlikle', 'gitmelisiniz']","['O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",accommodation
Çalışanları iyi değildi yardımcı olmadılar Yemeklerini beğendik sadece,"['Çalışanları', 'Yemeklerini']","['negative', 'positive']",daily_life,"['Çalışanları', 'iyi', 'değildi', 'yardımcı', 'olmadılar', 'Yemeklerini', 'beğendik', 'sadece']","['S', 'O', 'O', 'O', 'O', 'S', 'O', 'O']",experience
Otele ulaşım açısından dik bir konumda taksi ile direk önünde inmeden valiz yahut çanta ile yokuş tırmanmanız yahut inmeniz gerekiyor ,"['Otele ulaşım açısından', 'Araç park alanı']","['negative', 'negative']",accommodation,"['Otele', 'ulaşım', 'açısından', 'dik', 'bir', 'konumda', 'taksi', 'ile', 'direk', 'önünde', 'inmeden', 'valiz', 'yahut', 'çanta', 'ile', 'yokuş', 'tırmanmanız', 'yahut', 'inmeniz', 'gerekiyor']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",accommodation
Telefonun suya dayanıklılık sertifikası var bu güven verici Ancak ekran parlaklığı güneş altında biraz yetersiz kalıyor,"['suya dayanıklılık sertifikası', 'ekran parlaklığı']","['positive', 'negative']",product,"['Telefonun', 'suya', 'dayanıklılık', 'sertifikası', 'var', 'bu', 'güven', 'verici', 'Ancak', 'ekran', 'parlaklığı', 'güneş', 'altında', 'biraz', 'yetersiz', 'kalıyor']","['O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']",electronics
Canlı dersler ve eğitmen öğrenci etkileşimi çok iyi düzeyde fakat bazı eğitmenlerin aksanı anlaşılmayı zorlaştırıyor,"['eğitmen öğrenci etkileşimi', 'eğitmenlerin aksanı']","['positive','negative']",education,"['Canlı', 'dersler', 've', 'eğitmen', 'öğrenci', 'etkileşimi', 'çok', 'iyi', 'düzeyde', 'fakat', 'bazı', 'eğitmenlerin', 'aksanı', 'anlaşılmayı', 'zorlaştırıyor']","['O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",education
Şehirde hava kirliliği bazı günler çok artıyor nefes almak zorlaşıyor ama yağmurdan sonra hava oldukça temiz oluyor,"['hava kirliliği', 'nefes almak', 'hava']","['negative', 'negative', 'positive']",other,"['Şehirde', 'hava', 'kirliliği', 'bazı', 'günler', 'çok', 'artıyor', 'nefes', 'almak', 'zorlaşıyor', 'ama', 'yağmurdan', 'sonra', 'hava', 'oldukça', 'temiz', 'oluyor']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O']",city_life
oda temiz ve eşyalar düzgün güzel de bir manzarası var ama o kadar başka olumlu hiç bir şey yok odalar çok küçük resmen klostrofobik ailesi odası diye verdikleri oda avuçiçi kadar,"['oda', 'eşyalar', 'manzarası', 'odalar', 'ailesi odası']","['positive', 'positive', 'positive','negative','negative']",daily_life,"['oda', 'temiz', 've', 'eşyalar', 'düzgün', 'güzel', 'de', 'bir', 'manzarası', 'var', 'ama', 'o', 'kadar', 'başka', 'olumlu', 'hiç', 'bir', 'şey', 'yok', 'odalar', 'çok', 'küçük', 'resmen', 'klostrofobik', 'ailesi', 'odası', 'diye', 'verdikleri', 'oda', 'avuçiçi', 'kadar']","['S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']",experience
Karakter tasarımları gerçekten göz alıcıydı çok özenli yapılmış Sesler de oldukça kaliteli özellikle patlama efektleri çok tatmin ediciydi,"['Karakter tasarımları', 'Sesler']","['positive', 'positive']",entertainment,"['Karakter', 'tasarımları', 'gerçekten', 'göz', 'alıcıydı', 'çok', 'özenli', 'yapılmış', 'Sesler', 'de', 'oldukça', 'kaliteli', 'özellikle', 'patlama', 'efektleri', 'çok', 'tatmin', 'ediciydi']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",game
elbisenin bahar indiriminden fiyatı çok uygundu,['fiyatı'],['positive'],product,"['elbisenin', 'bahar', 'indiriminden', 'fiyatı', 'çok', 'uygundu']","['O', 'O', 'O', 'S', 'O', 'O']",product
İstanbul da tarihi yapılar ve manzaralar gerçekten etkileyiciydi Ayasofya Topkapı Sarayı gibi yerlerde tarihe yolculuk yapma fırsatı bulduk Ancak şehrin trafiği gerçekten çok yoğun özellikle sabah ve akşam saatlerinde ulaşım oldukça zorlaşıyor Bunun dışında şehir gezmek için harika bir yer,"['tarihi yapılar ve manzaralar', 'şehrin trafiği', 'ulaşım', 'şehir']","['positive', 'negative','negative','positive']",daily_life,"['İstanbul', 'da', 'tarihi', 'yapılar', 've', 'manzaralar', 'gerçekten', 'etkileyiciydi', 'Ayasofya', 'Topkapı', 'Sarayı', 'gibi', 'yerlerde', 'tarihe', 'yolculuk', 'yapma', 'fırsatı', 'bulduk', 'Ancak', 'şehrin', 'trafiği', 'gerçekten', 'çok', 'yoğun', 'özellikle', 'sabah', 've', 'akşam', 'saatlerinde', 'ulaşım', 'oldukça', 'zorlaşıyor', 'Bunun', 'dışında', 'şehir', 'gezmek', 'için', 'harika', 'bir', 'yer']","['O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O']",experience
Hem kasım indiriminde aldık hemde ürün harika  Kargo süreci iyi Hasarsız özenle geldi  Cihazıda tabsiye ederim kasası özellikle çok güzel,"['ürün', 'Kargo süreci', 'kasası']","['positive', 'positive', 'positive']",product,"['Hem', 'kasım', 'indiriminde', 'aldık', 'hemde', 'ürün', 'harika', 'Kargo', 'süreci', 'iyi', 'Hasarsız', 'özenle', 'geldi', 'Cihazıda', 'tabsiye', 'ederim', 'kasası', 'özellikle', 'çok', 'güzel']","['O', 'O', 'O', 'O', 'O', 'S', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O']",electronics
Distopya sevmeyen biri olarak bile çok etkilendim Karakterlerin çaresizliği çok iyi yansıtılmış,"['Distopya sevmeyen biri olarak', 'Karakterlerin çaresizliği']","['positive', 'positive']",social_media,"['Distopya', 'sevmeyen', 'biri', 'olarak', 'bile', 'çok', 'etkilendim', 'Karakterlerin', 'çaresizliği', 'çok', 'iyi', 'yansıtılmış']","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']",comment
Telefon değişim kampanyasına katıldım ve gerçekten çok memnun kaldım Eski telefonumu vererek yeni model bir telefon almanın hem fiyat açısından oldukça uygun olduğunu hem de hızlı bir işlem süreci sunduğunu fark ettim Kampanya süreci gerçekten çok kolay ve anlaşılır ayrıca verilen hizmetin kalitesi de gayet iyiydi Eski telefonun değerinin doğru şekilde belirlenmesi benim için çok önemli bir detaydı ve bu kampanya beklediğimin çok üzerinde bir deneyim sundu,"['Telefon değişim kampanyası', 'Eski telefon', 'Yeni model telefon', 'Fiyat avantajı', 'Hizmet kalitesi', 'Değer belirleme']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",product,"['Telefon', 'değişim', 'kampanyasına', 'katıldım', 've', 'gerçekten', 'çok', 'memnun', 'kaldım', 'Eski', 'telefonumu', 'vererek', 'yeni', 'model', 'bir', 'telefon', 'almanın', 'hem', 'fiyat', 'açısından', 'oldukça', 'uygun', 'olduğunu', 'hem', 'de', 'hızlı', 'bir', 'işlem', 'süreci', 'sunduğunu', 'fark', 'ettim', 'Kampanya', 'süreci', 'gerçekten', 'çok', 'kolay', 've', 'anlaşılır', 'ayrıca', 'verilen', 'hizmetin', 'kalitesi', 'de', 'gayet', 'iyiydi', 'Eski', 'telefonun', 'değerinin', 'doğru', 'şekilde', 'belirlenmesi', 'benim', 'için', 'çok', 'önemli', 'bir', 'detaydı', 've', 'bu', 'kampanya', 'beklediğimin', 'çok', 'üzerinde', 'bir', 'deneyim', 'sundu']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",product
Bazı kısımları ağır tempolu olsa da kurgusu müthiş iyi ve karakter gelişimleri çok güçlü,"['Bazı kısımları', 'kurgusu', 'karakter gelişimleri']","['positive', 'positive', 'positive']",social_media,"['Bazı', 'kısımları', 'ağır', 'tempolu', 'olsa', 'da', 'kurgusu', 'müthiş', 'iyi', 've', 'karakter', 'gelişimleri', 'çok', 'güçlü']","['B', 'I', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",opinion
Hastane çok kötüydü hiç memnun kalmadık Çalışanlar ilgisiz iş bilmiyor Sorun yaşayan yaşayana,"['Hastane', 'Çalışanlar']","['negative', 'negative']",daily_life,"['Hastane', 'çok', 'kötüydü', 'hiç', 'memnun', 'kalmadık', 'Çalışanlar', 'ilgisiz', 'iş', 'bilmiyor', 'Sorun', 'yaşayan', 'yaşayana']","['S', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O']",experience
Haliyle kamera karşısına geçerken daha bir özenli davranmış olabilirler o yüzden de biz hep güzel olanları görüyoruzdur Bu hoşumuza giden durum olarak karşımıza çıkıyor,"['özenli', 'durum']","['positive', 'positive']",social_media,"['Haliyle', 'kamera', 'karşısına', 'geçerken', 'daha', 'bir', 'özenli', 'davranmış', 'olabilirler', 'o', 'yüzden', 'de', 'biz', 'hep', 'güzel', 'olanları', 'görüyoruzdur', 'Bu', 'hoşumuza', 'giden', 'durum', 'olarak', 'karşımıza', 'çıkıyor']","['O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O']",opinion
Tekillik dev bir yıldızın hayal edilemeyecek kadar küçük bir noktaya sıkıştırılması sonucu ortaya çıkan şeydir Sadece bir yıldızın sonunu belirtmekle kalmaz tüm evrenin yapısı hakkında bir başlangıç noktası fikrini de gündeme getirir,"['Tekillik', 'yıldızın', 'başlangıç noktası fikrini']","['neutral', 'neutral', 'neutral']",social_media,"['Tekillik', 'dev', 'bir', 'yıldızın', 'hayal', 'edilemeyecek', 'kadar', 'küçük', 'bir', 'noktaya', 'sıkıştırılması', 'sonucu', 'ortaya', 'çıkan', 'şeydir', 'Sadece', 'bir', 'yıldızın', 'sonunu', 'belirtmekle', 'kalmaz', 'tüm', 'evrenin', 'yapısı', 'hakkında', 'bir', 'başlangıç', 'noktası', 'fikrini', 'de', 'gündeme', 'getirir']","['S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']",opinion
Bluetooth bağlantısı ev içinde ne çok iyi ne de kötü bağlantı kararlılığı ise bazen kısa süreli kopmalar yaşayabiliyor kutu içeriği ise standart aksesuarlarla geliyor,"['Bluetooth bağlantısı', 'bağlantı kararlılığı', 'kutu içeriği']","['neutral', 'negative', 'neutral']",product,"['Bluetooth', 'bağlantısı', 'ev', 'içinde', 'ne', 'çok', 'iyi', 'ne', 'de', 'kötü', 'bağlantı', 'kararlılığı', 'ise', 'bazen', 'kısa', 'süreli', 'kopmalar', 'yaşayabiliyor', 'kutu', 'içeriği', 'ise', 'standart', 'aksesuarlarla', 'geliyor']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']",electronics
max performansta 15 dk falan gidiyor şarjı keşke daha uzun idare etse bunun dışında çekim gücü gayet iyi,"['şarjı', 'çekim gücü']","['negative', 'positive']",product,"['max', 'performansta', '15', 'dk', 'falan', 'gidiyor', 'şarjı', 'keşke', 'daha', 'uzun', 'idare', 'etse', 'bunun', 'dışında', 'çekim', 'gücü', 'gayet', 'iyi']","['O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",product
Rüyaya olan aşkı aslında onun çocuk olarak en son duyduğu güzel duyguyu simgeliyor ,"['aşkı', 'çocuk', 'duyguyu']","['positive', 'positive', 'positive']",social_media,"['Rüyaya', 'olan', 'aşkı', 'aslında', 'onun', 'çocuk', 'olarak', 'en', 'son', 'duyduğu', 'güzel', 'duyguyu', 'simgeliyor']","['O', 'O', 'S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'S', 'O']",opinion
Bu bir tablet değil İyi bir monitör 2ekran görevi harika  ses sistemi oldukça başarılı,"['monitör', '2. ekran görevi', 'ses sistemi']","['positive', 'positive', 'positive']",product,"['Bu', 'bir', 'tablet', 'değil', 'İyi', 'bir', 'monitör', '2ekran', 'görevi', 'harika', 'ses', 'sistemi', 'oldukça', 'başarılı']","['O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",electronics
ürünün hem fiyatı hemde kalitesi göründüğü gibi süper kesinlikle alın,"['ürünün fiyatı', 'kalitesi']","['positive', 'negative']",product,"['ürünün', 'hem', 'fiyatı', 'hemde', 'kalitesi', 'göründüğü', 'gibi', 'süper', 'kesinlikle', 'alın']","['O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O']",product
Atmosfer baştan sona büyüleyiciydi izleyiciyi içine çekmeyi başardı Müzikler de duygusal geçişlerde çok etkiliydi Final sahnesi özellikle unutulmazdı,"['Atmosfer', 'Müzikler', 'Final sahnesi']","['positive', 'positive', 'positive']",entertainment,"['Atmosfer', 'baştan', 'sona', 'büyüleyiciydi', 'izleyiciyi', 'içine', 'çekmeyi', 'başardı', 'Müzikler', 'de', 'duygusal', 'geçişlerde', 'çok', 'etkiliydi', 'Final', 'sahnesi', 'özellikle', 'unutulmazdı']","['S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",entertainment
Kakao ağaçları tropikal iklimlere uygun bölgelerde çikolata üretimi için yetiştirilir,"['Kakao ağaçları', 'tropikal iklimlere', 'çikolata üretimi']","['neutral', 'neutral', 'neutral']",misc,"['Kakao', 'ağaçları', 'tropikal', 'iklimlere', 'uygun', 'bölgelerde', 'çikolata', 'üretimi', 'için', 'yetiştirilir']","['B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O']",information
Fiyatına göre iyi ama fermuarları biraz sert olduğu için açıp kapatırken zorlanıyorum,"['Fiyatına', 'fermuarları']","['positive', 'negative']",product,"['Fiyatına', 'göre', 'iyi', 'ama', 'fermuarları', 'biraz', 'sert', 'olduğu', 'için', 'açıp', 'kapatırken', 'zorlanıyorum']","['S', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",product
Her notada içime işleyen bir samimiyet var Sanki arkadaşımın sohbetiyle beraberim,"['içime işleyen bir samimiyet', 'arkadaşımın sohbetiyle']","['positive', 'positive']",social_media,"['Her', 'notada', 'içime', 'işleyen', 'bir', 'samimiyet', 'var', 'Sanki', 'arkadaşımın', 'sohbetiyle', 'beraberim']","['O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O']",comment
Sri Lankanın başkenti Kolomboda başlıyor ve tren yolculuğu ile antik yapıları ile ünlü Anuradhapura şehrinde bitiyor Yanlarında kaldığım aile çok tatlı şimdiden samimi bir ilişki kuruldu her şey güzel gidiyor,"['tren yolculuğu', 'antik yapıları ile ünlü', 'aile', 'ilişki', 'her şey']","['positive', 'positive', 'positive', 'positive', 'positive']",social_media,"['Sri', 'Lankanın', 'başkenti', 'Kolomboda', 'başlıyor', 've', 'tren', 'yolculuğu', 'ile', 'antik', 'yapıları', 'ile', 'ünlü', 'Anuradhapura', 'şehrinde', 'bitiyor', 'Yanlarında', 'kaldığım', 'aile', 'çok', 'tatlı', 'şimdiden', 'samimi', 'bir', 'ilişki', 'kuruldu', 'her', 'şey', 'güzel', 'gidiyor']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'B', 'I', 'O', 'O']",opinion
